,graph_id,u,v,label
5096,15,112,253,0
5097,15,112,258,0
5098,15,113,114,0
5099,15,113,115,0
5100,15,114,116,0
5101,15,114,117,0
5102,15,115,265,0
5103,15,115,260,0
5104,15,116,118,0
5105,15,117,266,0
5106,15,117,286,0
5107,15,118,275,0
5108,15,118,287,0
5109,15,119,273,0
5110,15,119,254,0
5111,15,120,121,0
5112,15,120,122,0
5113,15,121,123,0
5114,15,121,135,0
5115,15,122,136,0
5116,15,123,124,0
5117,15,124,136,0
5118,15,125,126,0
5119,15,125,127,0
5120,15,126,180,0
5121,15,127,128,0
5122,15,127,135,0
5123,15,128,129,0
5124,15,129,180,0
5125,15,130,131,0
5126,15,130,132,0
5127,15,131,172,0
5128,15,132,133,0
5129,15,132,135,0
5130,15,133,134,0
5131,15,134,172,0
5132,15,136,147,0
5133,15,137,138,0
5134,15,137,139,0
5135,15,138,140,0
5136,15,138,147,0
5137,15,139,212,0
5138,15,140,141,0
5139,15,141,212,0
5140,15,142,143,0
5141,15,142,144,0
5142,15,143,145,0
5143,15,143,147,0
5144,15,144,148,0
5145,15,145,146,0
5146,15,146,148,0
5147,15,148,159,0
5148,15,149,150,0
5149,15,149,151,0
5150,15,150,152,0
5151,15,150,159,0
5152,15,151,232,0
5153,15,152,153,0
5154,15,153,232,0
5155,15,154,155,0
5156,15,154,156,0
5157,15,155,160,0
5158,15,156,157,0
5159,15,156,159,0
5160,15,157,158,0
5161,15,158,160,0
5162,15,160,171,0
5163,15,161,162,0
5164,15,161,163,0
5165,15,162,252,0
5166,15,163,164,0
5167,15,163,171,0
5168,15,164,165,0
5169,15,165,252,0
5170,15,166,167,0
5171,15,166,168,0
5172,15,167,178,0
5173,15,168,169,0
5174,15,168,171,0
5175,15,169,170,0
5176,15,170,178,0
5177,15,172,179,0
5178,15,173,174,0
5179,15,173,175,0
5180,15,174,202,0
5181,15,175,176,0
5182,15,175,179,0
5183,15,176,177,0
5184,15,177,202,0
5185,15,178,179,0
5186,15,180,191,0
5187,15,181,182,0
5188,15,181,183,0
5189,15,182,184,0
5190,15,182,191,0
5191,15,183,230,0
5192,15,184,185,0
5193,15,185,230,0
5194,15,186,187,0
5195,15,186,188,0
5196,15,187,204,0
5197,15,188,189,0
5198,15,188,191,0
5199,15,189,190,0
5200,15,190,204,0
5201,15,192,193,0
5202,15,192,194,0
5203,15,193,210,0
5204,15,194,195,0
5205,15,194,203,0
5206,15,195,196,0
5207,15,196,210,0
5208,15,197,198,0
5209,15,197,199,0
5210,15,198,200,0
5211,15,198,203,0
5212,15,199,272,0
5213,15,200,201,0
5214,15,201,272,0
5215,15,202,203,0
5216,15,204,211,0
5217,15,205,206,0
5218,15,205,207,0
5219,15,206,208,0
5220,15,206,211,0
5221,15,207,309,0
5222,15,208,209,0
5223,15,209,309,0
5224,15,210,211,0
5225,15,212,223,0
5226,15,213,214,0
5227,15,213,215,0
5228,15,214,216,0
5229,15,214,223,0
5230,15,215,250,0
5231,15,216,217,0
5232,15,217,250,0
5233,15,218,219,0
5234,15,218,220,0
5235,15,219,224,0
5236,15,220,221,0
5237,15,220,223,0
5238,15,221,222,0
5239,15,222,224,0
5240,15,224,231,0
5241,15,225,226,0
5242,15,225,227,0
5243,15,226,301,0
5244,15,227,228,0
5245,15,227,231,0
5246,15,228,229,0
5247,15,229,301,0
5248,15,230,231,0
5249,15,232,243,0
5250,15,233,234,0
5251,15,233,235,0
5252,15,234,264,0
5253,15,235,236,0
5254,15,235,243,0
5255,15,236,237,0
5256,15,237,264,0
5257,15,238,239,0
5258,15,238,240,0
5259,15,239,244,0
5260,15,240,241,0
5261,15,240,243,0
5262,15,241,242,0
5263,15,242,244,0
5264,15,244,251,0
5265,15,245,246,0
5266,15,245,247,0
5267,15,246,293,0
5268,15,247,248,0
5269,15,247,251,0
5270,15,248,249,0
5271,15,249,293,0
5272,15,250,251,0
5273,15,252,263,0
5274,15,253,254,0
5275,15,253,255,0
5276,15,254,278,0
5277,15,255,256,0
5278,15,255,263,0
5279,15,256,257,0
5280,15,257,278,0
5281,15,258,259,0
5282,15,258,260,0
5283,15,259,261,0
5284,15,259,263,0
5285,15,260,270,0
5286,15,261,262,0
5287,15,262,270,0
5288,15,264,271,0
5289,15,265,266,0
5290,15,265,267,0
5291,15,266,285,0
5292,15,267,268,0
5293,15,267,271,0
5294,15,268,269,0
5295,15,269,285,0
5296,15,270,271,0
5297,15,272,279,0
5298,15,273,274,0
5299,15,273,275,0
5300,15,274,276,0
5301,15,274,279,0
5302,15,275,317,0
5303,15,276,277,0
5304,15,277,317,0
5305,15,278,279,0
5306,15,280,281,0
5307,15,280,282,0
5308,15,281,292,0
5309,15,282,283,0
5310,15,282,291,0
5311,15,283,284,0
5312,15,284,292,0
5313,15,285,291,0
5314,15,286,287,0
5315,15,286,288,0
5316,15,287,318,0
5317,15,288,289,0
5318,15,288,291,0
5319,15,289,290,0
5320,15,290,318,0
5321,15,292,299,0
5322,15,293,299,0
5323,15,294,295,0
5324,15,294,296,0
5325,15,295,300,0
5326,15,296,297,0
5327,15,296,299,0
5328,15,297,298,0
5329,15,298,300,0
5330,15,300,307,0
5331,15,301,307,0
5332,15,302,303,0
5333,15,302,304,0
5334,15,303,308,0
5335,15,304,305,0
5336,15,304,307,0
5337,15,305,306,0
5338,15,306,308,0
5339,15,308,315,0
5340,15,309,315,0
5341,15,310,311,0
5342,15,310,312,0
5343,15,311,313,0
5344,15,311,315,0
5345,15,312,316,0
5346,15,313,314,0
5347,15,314,316,0
5348,15,316,319,0
5349,15,317,319,0
5350,15,318,319,0
5351,16,0,1,0
5352,16,0,2,0
5353,16,0,3,0
5354,16,1,120,0
5355,16,1,142,0
5356,16,2,6,0
5357,16,2,9,0
5358,16,3,4,0
5359,16,3,5,0
5360,16,4,122,0
5361,16,4,164,0
5362,16,5,6,0
5363,16,5,7,0
5364,16,6,8,0
5365,16,7,165,0
5366,16,7,186,0
5367,16,8,187,0
5368,16,8,208,0
5369,16,9,143,0
5370,16,9,209,0
5371,16,10,11,0
5372,16,10,12,0
5373,16,10,13,0
5374,16,11,16,0
5375,16,11,19,0
5376,16,12,129,0
5377,16,12,246,0
5378,16,13,14,0
5379,16,13,15,0
5380,16,14,16,0
5381,16,14,17,0
5382,16,15,128,0
5383,16,15,136,0
5384,16,16,18,0
5385,16,17,137,0
5386,16,17,222,0
5387,16,18,252,0
5388,16,18,223,0
5389,16,19,247,0
5390,16,19,253,0
5391,16,20,21,0
5392,16,20,22,0
5393,16,20,23,0
5394,16,21,26,0
5395,16,21,29,0
5396,16,22,24,0
5397,16,22,25,0
5398,16,23,157,0
5399,16,23,306,0
5400,16,24,26,0
5401,16,24,27,0
5402,16,25,127,0
5403,16,25,156,0
5404,16,26,28,0
5405,16,27,126,0
5406,16,27,134,0
5407,16,28,135,0
5408,16,28,238,0
5409,16,29,307,0
5410,16,29,239,0
5411,16,30,31,0
5412,16,30,32,0
5413,16,30,33,0
5414,16,31,34,0
5415,16,31,35,0
5416,16,32,37,0
5417,16,32,39,0
5418,16,33,179,0
5419,16,33,344,0
5420,16,34,36,0
5421,16,34,37,0
5422,16,35,160,0
5423,16,35,178,0
5424,16,36,150,0
5425,16,36,158,0
5426,16,37,38,0
5427,16,38,152,0
5428,16,38,298,0
5429,16,39,345,0
5430,16,39,299,0
5431,16,40,41,0
5432,16,40,42,0
5433,16,40,43,0
5434,16,41,201,0
5435,16,41,382,0
5436,16,42,44,0
5437,16,42,45,0
5438,16,43,47,0
5439,16,43,49,0
5440,16,44,181,0
5441,16,44,200,0
5442,16,45,46,0
5443,16,45,47,0
5444,16,46,172,0
5445,16,46,180,0
5446,16,47,48,0
5447,16,48,174,0
5448,16,48,336,0
5449,16,49,337,0
5450,16,49,383,0
5451,16,50,51,0
5452,16,50,52,0
5453,16,50,53,0
5454,16,51,260,0
5455,16,51,217,0
5456,16,52,54,0
5457,16,52,55,0
5458,16,53,56,0
5459,16,53,59,0
5460,16,54,216,0
5461,16,54,203,0
5462,16,55,56,0
5463,16,55,57,0
5464,16,56,58,0
5465,16,57,194,0
5466,16,57,202,0
5467,16,58,195,0
5468,16,58,374,0
5469,16,59,262,0
5470,16,59,375,0
5471,16,60,61,0
5472,16,60,62,0
5473,16,60,63,0
5474,16,61,66,0
5475,16,61,69,0
5476,16,62,64,0
5477,16,62,65,0
5478,16,63,420,0
5479,16,63,436,0
5480,16,64,66,0
5481,16,64,67,0
5482,16,65,421,0
5483,16,65,452,0
5484,16,66,68,0
5485,16,67,453,0
5486,16,67,468,0
5487,16,68,469,0
5488,16,68,484,0
5489,16,69,485,0
5490,16,69,437,0
5491,16,70,71,0
5492,16,70,72,0
5493,16,70,73,0
5494,16,71,74,0
5495,16,71,75,0
5496,16,72,77,0
5497,16,72,79,0
5498,16,73,330,0
5499,16,73,338,0
5500,16,74,76,0
5501,16,74,77,0
5502,16,75,339,0
5503,16,75,358,0
5504,16,76,427,0
5505,16,76,359,0
5506,16,77,78,0
5507,16,78,426,0
5508,16,78,397,0
5509,16,79,331,0
5510,16,79,396,0
5511,16,80,81,0
5512,16,80,82,0
5513,16,80,83,0
5514,16,81,84,0
5515,16,81,85,0
5516,16,82,292,0
5517,16,82,300,0
5518,16,83,87,0
5519,16,83,89,0
5520,16,84,301,0
5521,16,84,320,0
5522,16,85,86,0
5523,16,85,87,0
5524,16,86,447,0
5525,16,86,321,0
5526,16,87,88,0
5527,16,88,353,0
5528,16,88,446,0
5529,16,89,352,0
5530,16,89,294,0
5531,16,90,91,0
5532,16,90,92,0
5533,16,90,93,0
5534,16,91,94,0
5535,16,91,95,0
5536,16,92,232,0
5537,16,92,240,0
5538,16,93,97,0
5539,16,93,99,0
5540,16,94,241,0
5541,16,94,282,0
5542,16,95,96,0
5543,16,95,97,0
5544,16,96,463,0
5545,16,96,283,0
5546,16,97,98,0
5547,16,98,315,0
5548,16,98,462,0
5549,16,99,314,0
5550,16,99,234,0
5551,16,100,101,0
5552,16,100,102,0
5553,16,100,103,0
5554,16,101,106,0
5555,16,101,109,0
5556,16,102,258,0
5557,16,102,266,0
5558,16,103,104,0
5559,16,103,105,0
5560,16,104,106,0
5561,16,104,107,0
5562,16,105,267,0
5563,16,105,412,0
5564,16,106,108,0
5565,16,107,480,0
5566,16,107,413,0
5567,16,108,278,0
5568,16,108,478,0
5569,16,109,276,0
5570,16,109,259,0
5571,16,110,111,0
5572,16,110,112,0
5573,16,110,113,0
5574,16,111,116,0
5575,16,111,119,0
5576,16,112,368,0
5577,16,112,376,0
5578,16,113,114,0
5579,16,113,115,0
5580,16,114,116,0
5581,16,114,117,0
5582,16,115,390,0
5583,16,115,378,0
5584,16,116,118,0
5585,16,117,391,0
5586,16,117,430,0
5587,16,118,408,0
5588,16,118,431,0
5589,16,119,406,0
5590,16,119,369,0
5591,16,120,121,0
5592,16,120,122,0
5593,16,121,123,0
5594,16,121,144,0
5595,16,122,148,0
5596,16,123,124,0
5597,16,123,125,0
5598,16,124,126,0
5599,16,124,147,0
5600,16,125,149,0
5601,16,125,148,0
5602,16,126,127,0
5603,16,127,149,0
5604,16,128,129,0
5605,16,128,130,0
5606,16,129,230,0
5607,16,130,131,0
5608,16,130,146,0
5609,16,131,132,0
5610,16,131,133,0
5611,16,132,230,0
5612,16,132,231,0
5613,16,133,134,0
5614,16,133,147,0
5615,16,134,135,0
5616,16,135,231,0
5617,16,136,137,0
5618,16,136,138,0
5619,16,137,215,0
5620,16,138,139,0
5621,16,138,146,0
5622,16,139,140,0
5623,16,139,141,0
5624,16,140,215,0
5625,16,140,214,0
5626,16,141,142,0
5627,16,141,144,0
5628,16,142,143,0
5629,16,143,214,0
5630,16,144,145,0
5631,16,145,146,0
5632,16,145,147,0
5633,16,148,166,0
5634,16,149,169,0
5635,16,150,151,0
5636,16,150,152,0
5637,16,151,153,0
5638,16,151,168,0
5639,16,152,291,0
5640,16,153,154,0
5641,16,153,155,0
5642,16,154,156,0
5643,16,154,169,0
5644,16,155,290,0
5645,16,155,291,0
5646,16,156,157,0
5647,16,157,290,0
5648,16,158,159,0
5649,16,158,160,0
5650,16,159,161,0
5651,16,159,168,0
5652,16,160,171,0
5653,16,161,162,0
5654,16,161,163,0
5655,16,162,164,0
5656,16,162,166,0
5657,16,163,170,0
5658,16,163,171,0
5659,16,164,165,0
5660,16,165,170,0
5661,16,166,167,0
5662,16,167,168,0
5663,16,167,169,0
5664,16,170,188,0
5665,16,171,191,0
5666,16,172,173,0
5667,16,172,174,0
5668,16,173,175,0
5669,16,173,190,0
5670,16,174,329,0
5671,16,175,176,0
5672,16,175,177,0
5673,16,176,178,0
5674,16,176,191,0
5675,16,177,329,0
5676,16,177,328,0
5677,16,178,179,0
5678,16,179,328,0
5679,16,180,181,0
5680,16,180,182,0
5681,16,181,193,0
5682,16,182,183,0
5683,16,182,190,0
5684,16,183,184,0
5685,16,183,185,0
5686,16,184,192,0
5687,16,184,193,0
5688,16,185,186,0
5689,16,185,188,0
5690,16,186,187,0
5691,16,187,192,0
5692,16,188,189,0
5693,16,189,190,0
5694,16,189,191,0
5695,16,192,210,0
5696,16,193,213,0
5697,16,194,195,0
5698,16,194,196,0
5699,16,195,367,0
5700,16,196,197,0
5701,16,196,212,0
5702,16,197,198,0
5703,16,197,199,0
5704,16,198,367,0
5705,16,198,366,0
5706,16,199,200,0
5707,16,199,213,0
5708,16,200,201,0
5709,16,201,366,0
5710,16,202,203,0
5711,16,202,204,0
5712,16,203,224,0
5713,16,204,205,0
5714,16,204,212,0
5715,16,205,206,0
5716,16,205,207,0
5717,16,206,224,0
5718,16,206,225,0
5719,16,207,208,0
5720,16,207,210,0
5721,16,208,209,0
5722,16,209,225,0
5723,16,210,211,0
5724,16,211,212,0
5725,16,211,213,0
5726,16,214,226,0
5727,16,215,229,0
5728,16,216,217,0
5729,16,216,218,0
5730,16,217,268,0
5731,16,218,219,0
5732,16,218,228,0
5733,16,219,220,0
5734,16,219,221,0
5735,16,220,269,0
5736,16,220,268,0
5737,16,221,222,0
5738,16,221,229,0
5739,16,222,223,0
5740,16,223,269,0
5741,16,224,228,0
5742,16,225,226,0
5743,16,226,227,0
5744,16,227,228,0
5745,16,227,229,0
5746,16,230,248,0
5747,16,231,251,0
5748,16,232,233,0
5749,16,232,234,0
5750,16,233,235,0
5751,16,233,250,0
5752,16,234,322,0
5753,16,235,236,0
5754,16,235,237,0
5755,16,236,238,0
5756,16,236,251,0
5757,16,237,322,0
5758,16,237,323,0
5759,16,238,239,0
5760,16,239,323,0
5761,16,240,241,0
5762,16,240,242,0
5763,16,241,275,0
5764,16,242,243,0
5765,16,242,250,0
5766,16,243,244,0
5767,16,243,245,0
5768,16,244,274,0
5769,16,244,275,0
5770,16,245,246,0
5771,16,245,248,0
5772,16,246,247,0
5773,16,247,274,0
5774,16,248,249,0
5775,16,249,250,0
5776,16,249,251,0
5777,16,252,253,0
5778,16,252,254,0
5779,16,253,285,0
5780,16,254,255,0
5781,16,254,270,0
5782,16,255,256,0
5783,16,255,257,0
5784,16,256,285,0
5785,16,256,284,0
5786,16,257,258,0
5787,16,257,273,0
5788,16,258,259,0
5789,16,259,284,0
5790,16,260,261,0
5791,16,260,262,0
5792,16,261,263,0
5793,16,261,272,0
5794,16,262,404,0
5795,16,263,264,0
5796,16,263,265,0
5797,16,264,266,0
5798,16,264,273,0
5799,16,265,405,0
5800,16,265,404,0
5801,16,266,267,0
5802,16,267,405,0
5803,16,268,272,0
5804,16,269,270,0
5805,16,270,271,0
5806,16,271,272,0
5807,16,271,273,0
5808,16,274,286,0
5809,16,275,289,0
5810,16,276,277,0
5811,16,276,278,0
5812,16,277,279,0
5813,16,277,288,0
5814,16,278,476,0
5815,16,279,280,0
5816,16,279,281,0
5817,16,280,282,0
5818,16,280,289,0
5819,16,281,477,0
5820,16,281,476,0
5821,16,282,283,0
5822,16,283,477,0
5823,16,284,288,0
5824,16,285,286,0
5825,16,286,287,0
5826,16,287,288,0
5827,16,287,289,0
5828,16,290,308,0
5829,16,291,311,0
5830,16,292,293,0
5831,16,292,294,0
5832,16,293,295,0
5833,16,293,310,0
5834,16,294,360,0
5835,16,295,296,0
5836,16,295,297,0
5837,16,296,298,0
5838,16,296,311,0
5839,16,297,360,0
5840,16,297,361,0
5841,16,298,299,0
5842,16,299,361,0
5843,16,300,301,0
5844,16,300,302,0
5845,16,301,313,0
5846,16,302,303,0
5847,16,302,310,0
5848,16,303,304,0
5849,16,303,305,0
5850,16,304,312,0
5851,16,304,313,0
5852,16,305,306,0
5853,16,305,308,0
5854,16,306,307,0
5855,16,307,312,0
5856,16,308,309,0
5857,16,309,310,0
5858,16,309,311,0
5859,16,312,324,0
5860,16,313,327,0
5861,16,314,315,0
5862,16,314,316,0
5863,16,315,460,0
5864,16,316,317,0
5865,16,316,326,0
5866,16,317,318,0
5867,16,317,319,0
5868,16,318,460,0
5869,16,318,461,0
5870,16,319,320,0
5871,16,319,327,0
5872,16,320,321,0
5873,16,321,461,0
5874,16,322,326,0
5875,16,323,324,0
5876,16,324,325,0
5877,16,325,326,0
5878,16,325,327,0
5879,16,328,346,0
5880,16,329,349,0
5881,16,330,331,0
5882,16,330,332,0
5883,16,331,389,0
5884,16,332,333,0
5885,16,332,348,0
5886,16,333,334,0
5887,16,333,335,0
5888,16,334,388,0
5889,16,334,389,0
5890,16,335,336,0
5891,16,335,349,0
5892,16,336,337,0
5893,16,337,388,0
5894,16,338,339,0
5895,16,338,340,0
5896,16,339,351,0
5897,16,340,341,0
5898,16,340,348,0
5899,16,341,342,0
5900,16,341,343,0
5901,16,342,350,0
5902,16,342,351,0
5903,16,343,344,0
5904,16,343,346,0
5905,16,344,345,0
5906,16,345,350,0
5907,16,346,347,0
5908,16,347,348,0
5909,16,347,349,0
5910,16,350,362,0
5911,16,351,365,0
5912,16,352,353,0
5913,16,352,354,0
5914,16,353,444,0
5915,16,354,355,0
5916,16,354,364,0
5917,16,355,356,0
5918,16,355,357,0
5919,16,356,444,0
5920,16,356,445,0
5921,16,357,358,0
5922,16,357,365,0
5923,16,358,359,0
5924,16,359,445,0
5925,16,360,364,0
5926,16,361,362,0
5927,16,362,363,0
5928,16,363,364,0
5929,16,363,365,0
5930,16,366,384,0
5931,16,367,387,0
5932,16,368,369,0
5933,16,368,370,0
5934,16,369,414,0
5935,16,370,371,0
5936,16,370,386,0
5937,16,371,372,0
5938,16,371,373,0
5939,16,372,415,0
5940,16,372,414,0
5941,16,373,374,0
5942,16,373,387,0
5943,16,374,375,0
5944,16,375,415,0
5945,16,376,377,0
5946,16,376,378,0
5947,16,377,379,0
5948,16,377,386,0
5949,16,378,398,0
5950,16,379,380,0
5951,16,379,381,0
5952,16,380,382,0
5953,16,380,384,0
5954,16,381,398,0
5955,16,381,399,0
5956,16,382,383,0
5957,16,383,399,0
5958,16,384,385,0
5959,16,385,386,0
5960,16,385,387,0
5961,16,388,400,0
5962,16,389,403,0
5963,16,390,391,0
5964,16,390,392,0
5965,16,391,428,0
5966,16,392,393,0
5967,16,392,402,0
5968,16,393,394,0
5969,16,393,395,0
5970,16,394,428,0
5971,16,394,429,0
5972,16,395,396,0
5973,16,395,403,0
5974,16,396,397,0
5975,16,397,429,0
5976,16,398,402,0
5977,16,399,400,0
5978,16,400,401,0
5979,16,401,402,0
5980,16,401,403,0
5981,16,404,416,0
5982,16,405,419,0
5983,16,406,407,0
5984,16,406,408,0
5985,16,407,409,0
5986,16,407,418,0
5987,16,408,492,0
5988,16,409,410,0
5989,16,409,411,0
5990,16,410,412,0
5991,16,410,419,0
5992,16,411,493,0
5993,16,411,492,0
5994,16,412,413,0
5995,16,413,493,0
5996,16,414,418,0
5997,16,415,416,0
5998,16,416,417,0
5999,16,417,418,0
6000,16,417,419,0
6001,16,420,421,0
6002,16,420,422,0
6003,16,421,442,0
6004,16,422,423,0
6005,16,422,438,0
6006,16,423,424,0
6007,16,423,425,0
6008,16,424,442,0
6009,16,424,443,0
6010,16,425,426,0
6011,16,425,441,0
6012,16,426,427,0
6013,16,427,443,0
6014,16,428,440,0
6015,16,429,441,0
6016,16,430,431,0
6017,16,430,432,0
6018,16,431,494,0
6019,16,432,433,0
6020,16,432,440,0
6021,16,433,434,0
6022,16,433,435,0
6023,16,434,495,0
6024,16,434,494,0
6025,16,435,436,0
6026,16,435,438,0
6027,16,436,437,0
6028,16,437,495,0
6029,16,438,439,0
6030,16,439,440,0
6031,16,439,441,0
6032,16,442,454,0
6033,16,443,457,0
6034,16,444,456,0
6035,16,445,457,0
6036,16,446,447,0
6037,16,446,448,0
6038,16,447,459,0
6039,16,448,449,0
6040,16,448,456,0
6041,16,449,450,0
6042,16,449,451,0
6043,16,450,458,0
6044,16,450,459,0
6045,16,451,452,0
6046,16,451,454,0
6047,16,452,453,0
6048,16,453,458,0
6049,16,454,455,0
6050,16,455,456,0
6051,16,455,457,0
6052,16,458,470,0
6053,16,459,473,0
6054,16,460,472,0
6055,16,461,473,0
6056,16,462,463,0
6057,16,462,464,0
6058,16,463,475,0
6059,16,464,465,0
6060,16,464,472,0
6061,16,465,466,0
6062,16,465,467,0
6063,16,466,475,0
6064,16,466,474,0
6065,16,467,468,0
6066,16,467,470,0
6067,16,468,469,0
6068,16,469,474,0
6069,16,470,471,0
6070,16,471,472,0
6071,16,471,473,0
6072,16,474,486,0
6073,16,475,489,0
6074,16,476,488,0
6075,16,477,489,0
6076,16,478,479,0
6077,16,478,480,0
6078,16,479,481,0
6079,16,479,488,0
6080,16,480,491,0
6081,16,481,482,0
6082,16,481,483,0
6083,16,482,484,0
6084,16,482,486,0
6085,16,483,491,0
6086,16,483,490,0
6087,16,484,485,0
6088,16,485,490,0
6089,16,486,487,0
6090,16,487,488,0
6091,16,487,489,0
6092,16,490,496,0
6093,16,491,499,0
6094,16,492,498,0
6095,16,493,499,0
6096,16,494,498,0
6097,16,495,496,0
6098,16,496,497,0
6099,16,497,498,0
6100,16,497,499,0
6101,17,0,1,0
6102,17,0,2,0
6103,17,0,3,0
6104,17,1,17,0
6105,17,1,21,0
6106,17,2,240,0
6107,17,2,23,0
6108,17,3,536,0
6109,17,3,18,0
6110,17,4,5,0
6111,17,4,6,0
6112,17,4,7,0
6113,17,5,9,0
6114,17,5,93,0
6115,17,6,243,0
6116,17,6,95,0
6117,17,7,532,0
6118,17,7,10,0
6119,17,8,9,0
6120,17,8,10,0
6121,17,8,11,0
6122,17,9,53,0
6123,17,10,246,0
6124,17,11,526,0
6125,17,11,54,0
6126,17,12,13,0
6127,17,12,14,0
6128,17,12,15,0
6129,17,13,25,0
6130,17,13,33,0
6131,17,14,249,0
6132,17,14,27,0
6133,17,15,520,0
6134,17,15,34,0
6135,17,16,17,0
6136,17,16,18,0
6137,17,16,19,0
6138,17,17,77,0
6139,17,18,252,0
6140,17,19,516,0
6141,17,19,78,0
6142,17,20,21,0
6143,17,20,22,0
6144,17,20,23,0
6145,17,21,81,0
6146,17,22,255,0
6147,17,22,83,0
6148,17,23,538,0
6149,17,24,25,0
6150,17,24,26,0
6151,17,24,27,0
6152,17,25,109,0
6153,17,26,258,0
6154,17,26,111,0
6155,17,27,534,0
6156,17,28,29,0
6157,17,28,30,0
6158,17,28,31,0
6159,17,29,85,0
6160,17,29,97,0
6161,17,30,261,0
6162,17,30,99,0
6163,17,31,518,0
6164,17,31,86,0
6165,17,32,33,0
6166,17,32,34,0
6167,17,32,35,0
6168,17,33,173,0
6169,17,34,264,0
6170,17,35,472,0
6171,17,35,174,0
6172,17,36,37,0
6173,17,36,38,0
6174,17,36,39,0
6175,17,37,121,0
6176,17,37,185,0
6177,17,38,267,0
6178,17,38,187,0
6179,17,39,508,0
6180,17,39,122,0
6181,17,40,41,0
6182,17,40,42,0
6183,17,40,43,0
6184,17,41,117,0
6185,17,41,125,0
6186,17,42,270,0
6187,17,42,119,0
6188,17,43,530,0
6189,17,43,126,0
6190,17,44,45,0
6191,17,44,46,0
6192,17,44,47,0
6193,17,45,121,0
6194,17,45,161,0
6195,17,46,273,0
6196,17,46,123,0
6197,17,47,476,0
6198,17,47,162,0
6199,17,48,49,0
6200,17,48,50,0
6201,17,48,51,0
6202,17,49,129,0
6203,17,49,197,0
6204,17,50,276,0
6205,17,50,131,0
6206,17,51,462,0
6207,17,51,198,0
6208,17,52,53,0
6209,17,52,54,0
6210,17,52,55,0
6211,17,53,65,0
6212,17,54,279,0
6213,17,55,502,0
6214,17,55,66,0
6215,17,56,57,0
6216,17,56,58,0
6217,17,56,59,0
6218,17,57,89,0
6219,17,57,169,0
6220,17,58,282,0
6221,17,58,91,0
6222,17,59,492,0
6223,17,59,170,0
6224,17,60,61,0
6225,17,60,62,0
6226,17,60,63,0
6227,17,61,113,0
6228,17,61,153,0
6229,17,62,285,0
6230,17,62,155,0
6231,17,63,500,0
6232,17,63,114,0
6233,17,64,65,0
6234,17,64,66,0
6235,17,64,67,0
6236,17,65,93,0
6237,17,66,288,0
6238,17,67,494,0
6239,17,67,94,0
6240,17,68,69,0
6241,17,68,70,0
6242,17,68,71,0
6243,17,69,113,0
6244,17,69,177,0
6245,17,70,291,0
6246,17,70,115,0
6247,17,71,480,0
6248,17,71,178,0
6249,17,72,73,0
6250,17,72,74,0
6251,17,72,75,0
6252,17,73,89,0
6253,17,73,221,0
6254,17,74,294,0
6255,17,74,223,0
6256,17,75,478,0
6257,17,75,90,0
6258,17,76,77,0
6259,17,76,78,0
6260,17,76,79,0
6261,17,77,81,0
6262,17,78,297,0
6263,17,79,514,0
6264,17,79,82,0
6265,17,80,81,0
6266,17,80,82,0
6267,17,80,83,0
6268,17,82,300,0
6269,17,83,528,0
6270,17,84,85,0
6271,17,84,86,0
6272,17,84,87,0
6273,17,85,157,0
6274,17,86,303,0
6275,17,87,444,0
6276,17,87,158,0
6277,17,88,89,0
6278,17,88,90,0
6279,17,88,91,0
6280,17,90,306,0
6281,17,91,488,0
6282,17,92,93,0
6283,17,92,94,0
6284,17,92,95,0
6285,17,94,309,0
6286,17,95,522,0
6287,17,96,97,0
6288,17,96,98,0
6289,17,96,99,0
6290,17,97,141,0
6291,17,98,312,0
6292,17,98,143,0
6293,17,99,524,0
6294,17,100,101,0
6295,17,100,102,0
6296,17,100,103,0
6297,17,101,129,0
6298,17,101,209,0
6299,17,102,315,0
6300,17,102,211,0
6301,17,103,490,0
6302,17,103,130,0
6303,17,104,105,0
6304,17,104,106,0
6305,17,104,107,0
6306,17,105,181,0
6307,17,105,201,0
6308,17,106,318,0
6309,17,106,183,0
6310,17,107,436,0
6311,17,107,202,0
6312,17,108,109,0
6313,17,108,110,0
6314,17,108,111,0
6315,17,109,173,0
6316,17,110,321,0
6317,17,110,175,0
6318,17,111,486,0
6319,17,112,113,0
6320,17,112,114,0
6321,17,112,115,0
6322,17,114,324,0
6323,17,115,442,0
6324,17,116,117,0
6325,17,116,118,0
6326,17,116,119,0
6327,17,117,137,0
6328,17,118,327,0
6329,17,118,139,0
6330,17,119,456,0
6331,17,120,121,0
6332,17,120,122,0
6333,17,120,123,0
6334,17,122,330,0
6335,17,123,454,0
6336,17,124,125,0
6337,17,124,126,0
6338,17,124,127,0
6339,17,125,145,0
6340,17,126,333,0
6341,17,127,504,0
6342,17,127,146,0
6343,17,128,129,0
6344,17,128,130,0
6345,17,128,131,0
6346,17,130,336,0
6347,17,131,498,0
6348,17,132,133,0
6349,17,132,134,0
6350,17,132,135,0
6351,17,133,181,0
6352,17,133,229,0
6353,17,134,339,0
6354,17,134,231,0
6355,17,135,474,0
6356,17,135,182,0
6357,17,136,137,0
6358,17,136,138,0
6359,17,136,139,0
6360,17,137,145,0
6361,17,138,342,0
6362,17,138,147,0
6363,17,139,464,0
6364,17,140,141,0
6365,17,140,142,0
6366,17,140,143,0
